CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.238219,0,3.46,1,0.62,8.052,30.36,4.8235,3,510,17.9,272.28,32.56,27.2
0.465377,0,7.84,1,0.74,7.18,34.43,4.549,3,326,14.6,260.45,35.03,29
0.1814295,2.75,8.57,0,0.86,8.052,27.77,4.8235,9,468,17.9,317.91,12.8,19.4
0.238219,1.25,4.19,0,0.62,8.052,28.51,5.098,9,319,17,317.91,20.21,17.6
0.8629035,3.5,7.84,1,0.74,6.744,26.29,5.098,5,511,15.8,311.15,37.5,25.4
0.12464,1.25,3.46,0,0.86,8.052,35.91,5.098,7,464,14.3,280.73,25.15,23.6
0.2950085,1.25,8.57,1,0.62,6.308,38.13,4.549,6,409,15.8,279.04,12.8,25.4
0.8629035,1.25,4.92,1,0.62,6.308,25.18,4.549,7,657,18.5,275.66,32.56,26.6
0.351798,7.5,9.3,1,0.74,8.052,22.96,4.8235,1,417,19.4,301.01,44.91,27.2
0.2950085,0.75,4.92,1,0.74,7.18,29.99,5.098,7,368,17.6,277.35,25.15,27.8
0.465377,3.5,6.38,1,0.86,6.308,34.43,4.549,9,541,15.2,290.87,39.97,29
0.5221665,0.75,2.73,1,0.86,7.18,29.99,5.098,2,433,15.2,294.25,39.97,18.2
0.806114,5.25,7.84,1,0.86,8.052,36.65,5.098,5,395,17.3,262.14,30.09,29
0.806114,4,8.57,1,0.62,7.616,26.29,5.098,1,444,18.8,258.76,42.44,24.8
0.8629035,5.5,7.11,1,0.62,8.052,21.85,4.8235,9,637,18.8,263.83,10.33,17
0.6357455,1.25,5.65,1,0.62,8.052,21.85,4.8235,5,581,16.7,277.35,42.44,16.4
0.919693,0.75,7.84,1,0.62,8.052,28.51,4.8235,4,641,15.5,311.15,15.27,27.8
0.12464,4.75,3.46,1,0.86,7.18,31.1,5.098,9,490,16.4,268.9,35.03,20
0.6357455,6.25,5.65,0,0.62,6.308,36.28,4.8235,1,401,16.4,272.28,44.91,24.2
0.578956,6.25,8.57,1,0.86,7.18,26.66,4.8235,5,495,19.4,306.08,30.09,24.8
0.578956,4.5,6.38,0,0.86,6.744,26.29,4.549,8,441,16.1,307.77,35.03,26.6
0.6357455,0,7.84,1,0.74,6.308,32.21,4.549,7,482,18.2,302.7,35.03,24.2
0.1814295,6.5,2.73,1,0.86,6.308,37.39,4.8235,9,523,16.1,304.39,7.86,17
0.465377,7,6.38,0,0.62,7.616,23.33,4.549,8,368,18.8,304.39,25.15,27.8
0.6357455,6.75,3.46,0,0.62,6.744,25.92,4.549,2,472,14.9,279.04,15.27,25.4
0.8629035,6.5,9.3,1,0.74,6.744,28.51,5.098,5,460,15.2,267.21,30.09,26
0.806114,3.75,5.65,1,0.74,8.052,26.66,5.098,9,415,18.2,285.8,15.27,22.4
0.8629035,7,7.11,1,0.74,7.18,30.73,4.549,3,458,19.4,279.04,32.56,17.6
0.806114,0.25,4.92,0,0.74,6.308,28.88,4.549,8,338,18.5,302.7,22.68,27.8
0.7493245,2.25,2.73,1,0.86,7.18,23.33,4.8235,6,283,17,316.22,30.09,16.4
0.12464,4.75,8.57,1,0.74,8.052,25.92,4.8235,8,485,18.2,307.77,39.97,24.2
0.5221665,4.5,4.19,0,0.62,6.744,32.58,5.098,9,397,18.2,306.08,44.91,26.6
0.238219,2.5,8.57,1,0.74,6.744,29.62,4.8235,8,333,15.5,317.91,17.74,28.4
0.2950085,2.25,6.38,0,0.74,8.052,26.29,4.8235,5,577,18.5,270.59,17.74,21.8
0.919693,6.5,9.3,1,0.86,8.052,35.54,4.549,7,289,18.5,265.52,42.44,20
0.238219,0,7.84,1,0.86,8.052,35.91,5.098,2,456,16.7,317.91,10.33,20
0.238219,3.75,7.84,1,0.74,7.18,23.33,5.098,7,522,18.2,322.98,25.15,20.6
0.1814295,1.75,4.19,0,0.86,6.308,38.13,5.098,9,476,14.6,306.08,10.33,27.8
0.238219,0.75,6.38,0,0.62,7.18,32.95,4.8235,4,522,14.9,316.22,20.21,25.4
0.8629035,5.75,7.11,1,0.74,7.616,24.44,4.549,6,470,18.2,322.98,17.74,18.2
0.6357455,3.5,7.84,1,0.62,6.744,23.33,5.098,4,375,18.8,268.9,39.97,23.6
0.351798,2,8.57,0,0.86,6.308,22.59,4.8235,8,279,15.2,322.98,10.33,19.4
0.8629035,1.25,9.3,1,0.62,6.744,33.32,4.8235,2,457,17.6,270.59,32.56,18.2
0.238219,0.5,4.92,0,0.62,8.052,30.73,5.098,9,489,15.8,295.94,17.74,29
0.578956,3.5,4.19,0,0.86,7.616,32.95,4.8235,4,330,19.4,306.08,42.44,23
0.1814295,7,4.19,1,0.86,7.18,25.55,5.098,7,330,17,307.77,25.15,29
0.2950085,5.25,4.19,1,0.62,7.616,27.4,5.098,9,446,14.6,297.63,10.33,19.4
0.351798,7.5,5.65,1,0.86,8.052,32.58,4.8235,6,389,14.9,268.9,12.8,20
0.12464,6.25,9.3,1,0.86,6.308,36.28,4.549,1,488,17.9,311.15,44.91,25.4
0.6357455,4.5,7.11,0,0.86,7.616,35.17,5.098,9,321,19.4,287.49,32.56,26
0.6357455,7.5,7.84,1,0.74,7.616,30.73,4.549,6,434,14.3,265.52,30.09,21.2
0.2950085,4.25,8.57,0,0.74,7.616,22.96,5.098,9,365,17,270.59,7.86,23.6
0.351798,5.25,9.3,0,0.62,6.744,34.8,5.098,7,449,16.1,258.76,7.86,26
0.351798,1,7.84,1,0.86,6.744,29.25,4.8235,6,298,19.4,299.32,37.5,23.6
0.806114,3.5,9.3,0,0.62,6.308,25.92,4.8235,9,572,17.6,257.07,42.44,25.4
0.578956,5.25,6.38,1,0.74,6.308,25.18,4.549,8,399,18.8,277.35,37.5,22.4
0.2950085,7.25,7.84,0,0.86,7.18,35.17,4.549,9,376,19.7,306.08,37.5,26.6
0.578956,0.75,9.3,1,0.74,7.18,27.03,4.549,9,319,16.7,279.04,42.44,21.2
0.5221665,6,7.11,0,0.74,7.18,31.1,4.8235,1,646,18.2,295.94,30.09,28.4
0.2950085,6.25,6.38,0,0.74,6.744,31.1,5.098,6,580,17,321.29,32.56,21.2
0.465377,3.75,7.84,1,0.74,7.616,22.22,5.098,9,636,18.2,311.15,37.5,19.4
0.919693,4.25,9.3,0,0.74,8.052,29.25,4.8235,9,645,17.6,299.32,15.27,17
0.4085875,6.5,9.3,1,0.62,6.744,22.59,5.098,5,546,17.3,294.25,37.5,21.8
0.2950085,2.5,4.92,1,0.86,7.616,24.44,4.549,4,644,15.5,290.87,7.86,17.6
0.5221665,2.5,5.65,1,0.62,6.744,28.14,5.098,2,537,19.4,262.14,10.33,21.8
0.919693,5,7.11,1,0.86,7.616,30.36,5.098,5,275,18.2,324.67,32.56,22.4
0.578956,5.75,6.38,1,0.86,7.616,27.03,5.098,6,598,17,314.53,35.03,26.6
0.8629035,4.25,8.57,1,0.74,6.744,37.76,5.098,5,472,17.3,279.04,39.97,23.6
0.238219,5,9.3,0,0.62,7.616,36.65,4.549,2,281,19.4,304.39,35.03,21.8
0.238219,1.75,3.46,1,0.62,7.616,32.21,4.549,4,302,14.6,312.84,15.27,27.8
0.5221665,6.25,3.46,0,0.86,7.18,25.18,5.098,4,532,16.4,263.83,39.97,26.6
0.238219,2.5,2.73,1,0.62,6.308,24.07,4.8235,5,304,16.4,311.15,17.74,26
0.4085875,6.75,4.92,1,0.74,6.308,38.13,4.8235,2,298,19.1,306.08,37.5,20.6
0.465377,3.75,8.57,0,0.74,7.616,36.28,4.549,1,436,18.5,268.9,12.8,17.6
0.8629035,0.25,4.92,0,0.86,6.308,35.54,4.8235,9,649,16.7,290.87,32.56,24.8
0.465377,4.25,4.19,1,0.62,8.052,28.14,4.549,5,288,19.4,311.15,32.56,24.2
0.4085875,4.25,7.84,1,0.74,6.308,29.99,5.098,7,609,18.8,290.87,37.5,25.4
0.351798,4,7.84,1,0.86,6.308,22.22,4.549,1,492,15.8,316.22,30.09,25.4
0.692535,2.75,9.3,1,0.62,7.18,31.84,4.8235,1,476,16.4,295.94,30.09,27.8
0.919693,5.5,7.11,0,0.86,7.18,27.4,5.098,4,380,17,273.97,7.86,21.2
0.578956,4.25,7.11,0,0.86,8.052,35.17,4.8235,8,411,16.4,272.28,10.33,18.2
0.5221665,3.75,5.65,1,0.62,7.616,29.25,4.8235,7,600,19.1,292.56,15.27,27.2
0.12464,4.5,2.73,1,0.74,7.616,25.55,4.8235,5,542,14.6,275.66,10.33,19.4
0.238219,2.5,7.11,1,0.86,6.308,25.92,5.098,4,591,14.3,302.7,7.86,22.4
0.351798,6.5,6.38,1,0.74,7.18,28.14,4.8235,2,297,15.8,262.14,37.5,25.4
0.919693,0.75,6.38,0,0.86,7.616,27.4,5.098,2,314,17.9,290.87,42.44,24.8
0.1814295,3.25,8.57,1,0.86,7.616,25.92,4.549,5,535,19.1,287.49,7.86,20
0.4085875,7,3.46,1,0.74,8.052,23.7,4.8235,4,374,14.3,275.66,17.74,18.8
0.6357455,4.25,7.84,0,0.74,6.308,33.32,5.098,8,515,15.8,285.8,17.74,27.8
0.351798,6,3.46,0,0.74,7.18,25.55,4.549,6,294,17.9,297.63,39.97,26.6
0.578956,7.5,6.38,1,0.86,8.052,32.95,5.098,8,624,16.7,284.11,25.15,27.8
0.806114,1.25,4.19,0,0.86,7.616,22.59,4.8235,4,648,15.2,260.45,30.09,29
0.1814295,3.25,9.3,1,0.62,7.616,33.32,5.098,5,497,18.5,289.18,10.33,29
0.578956,3.25,4.19,0,0.74,7.18,36.65,4.8235,7,559,19.7,273.97,22.68,29
0.5221665,1.75,3.46,0,0.86,6.744,22.59,4.549,4,402,16.1,309.46,35.03,19.4
0.578956,2.25,2.73,0,0.62,6.744,37.02,4.8235,8,483,15.5,277.35,44.91,18.8
0.692535,4.75,7.11,0,0.74,7.18,33.32,5.098,6,643,18.5,280.73,17.74,21.8
0.465377,2.5,7.11,0,0.62,8.052,22.22,4.8235,1,568,17,316.22,37.5,27.2
0.8629035,7.25,4.19,0,0.74,7.616,34.06,5.098,2,405,15.2,263.83,35.03,23.6
0.578956,0,7.84,0,0.62,6.744,24.07,4.8235,7,446,19.4,311.15,44.91,21.8
0.806114,3.75,3.46,1,0.74,6.744,27.4,5.098,1,482,19.7,284.11,44.91,27.8
0.578956,1.5,9.3,1,0.86,7.616,29.25,4.8235,9,648,19.1,311.15,30.09,16.4
0.8629035,0.75,6.38,1,0.74,8.052,22.96,5.098,5,662,17.9,302.7,7.86,24.8
0.2950085,6.25,9.3,0,0.74,6.744,34.06,4.8235,6,305,17.9,299.32,20.21,28.4
0.5221665,0.5,6.38,0,0.62,6.744,26.66,5.098,2,660,17.3,324.67,12.8,29
0.12464,1,7.84,0,0.86,6.744,25.55,4.549,7,296,17.6,287.49,37.5,23
0.1814295,5.5,3.46,0,0.86,8.052,24.44,5.098,6,281,18.8,284.11,7.86,28.4
0.8629035,3.75,7.84,1,0.62,8.052,27.4,4.549,7,552,16.4,263.83,37.5,21.8
0.692535,5.25,9.3,0,0.62,6.744,33.32,4.549,7,307,14.9,321.29,37.5,26
0.12464,5.75,3.46,1,0.74,7.18,25.18,4.8235,6,412,18.2,311.15,35.03,26.6
0.8629035,5.25,4.19,1,0.62,7.18,25.55,5.098,2,405,19.1,289.18,35.03,23.6
0.351798,4.25,3.46,1,0.86,6.744,35.17,5.098,2,624,16.7,284.11,35.03,22.4
0.1814295,1,7.11,0,0.86,6.308,27.4,5.098,5,320,17.9,272.28,22.68,20.6
0.692535,1.75,9.3,0,0.86,6.744,31.84,5.098,5,493,16.1,267.21,20.21,21.2
0.238219,6.5,7.11,1,0.62,7.616,28.51,4.549,6,642,14.3,279.04,30.09,18.2
0.12464,5,9.3,1,0.62,7.18,34.8,4.8235,5,355,16.1,277.35,30.09,29
0.6357455,7,2.73,0,0.62,8.052,23.7,4.549,8,335,17,273.97,22.68,20
0.6357455,5.5,4.92,0,0.74,7.616,22.96,4.549,5,310,15.5,317.91,7.86,20.6
0.1814295,7.25,5.65,1,0.74,6.744,38.13,4.8235,9,469,17,257.07,37.5,22.4
0.1814295,0.5,6.38,0,0.86,6.744,35.17,4.549,1,512,18.8,287.49,20.21,21.8
0.806114,4.75,5.65,1,0.62,7.18,27.77,4.549,4,620,18.5,292.56,17.74,28.4
0.578956,5.5,2.73,0,0.62,6.744,35.54,4.8235,2,479,14.9,299.32,7.86,17
0.238219,1.25,6.38,1,0.74,7.18,28.14,4.549,6,334,14.3,270.59,35.03,17
0.919693,0.5,3.46,1,0.62,6.308,25.92,4.8235,8,363,18.5,265.52,12.8,21.2
0.692535,2.5,3.46,0,0.86,7.18,37.39,4.8235,3,414,19.7,290.87,25.15,27.2
0.12464,3.5,4.92,1,0.86,6.308,24.44,4.8235,3,402,15.8,285.8,30.09,21.2
0.351798,3.25,9.3,0,0.86,6.308,23.7,5.098,4,490,19.7,319.6,39.97,18.8
0.12464,2.25,5.65,0,0.62,8.052,29.62,4.549,4,650,15.5,312.84,44.91,18.8
0.465377,1.25,4.92,0,0.86,7.616,36.65,5.098,4,456,15.8,306.08,37.5,28.4
0.351798,2.5,4.19,1,0.74,6.744,29.25,5.098,3,393,15.8,294.25,20.21,27.2
0.2950085,3.25,8.57,0,0.86,7.616,37.02,5.098,3,636,19.4,297.63,30.09,16.4
0.5221665,5.5,7.11,1,0.74,7.616,23.7,4.8235,9,535,15.2,317.91,27.62,23.6
0.12464,5.25,3.46,1,0.62,6.744,22.96,4.8235,4,305,18.2,262.14,37.5,24.2
0.1814295,6.5,3.46,0,0.74,6.744,38.5,5.098,5,319,15.5,292.56,22.68,19.4
0.2950085,5.25,6.38,1,0.86,7.616,34.43,4.549,5,634,17,265.52,39.97,21.2
0.351798,7.5,4.92,1,0.62,6.744,29.25,4.549,5,456,19.7,258.76,39.97,26
0.692535,1.25,3.46,1,0.62,8.052,28.88,4.8235,6,507,17.9,311.15,42.44,18.8
0.238219,1.25,5.65,0,0.86,8.052,31.47,4.549,7,349,14.6,260.45,25.15,27.2
0.12464,4.25,7.84,0,0.74,6.744,30.73,5.098,4,456,17.9,263.83,37.5,26.6
0.12464,4.25,2.73,0,0.86,6.744,28.14,5.098,6,403,15.8,295.94,37.5,25.4
0.692535,5.25,9.3,0,0.86,7.616,38.13,4.549,7,594,16.4,282.42,22.68,21.8
0.6357455,2.75,2.73,1,0.62,6.308,30.73,5.098,8,650,17.9,263.83,42.44,19.4
0.7493245,7,4.19,0,0.86,8.052,22.22,5.098,5,619,16.4,260.45,30.09,27.2
0.2950085,0.25,7.11,1,0.86,7.616,28.14,4.8235,4,466,19.1,268.9,15.27,18.2
0.578956,1.25,9.3,1,0.62,6.744,34.06,4.8235,6,567,17,257.07,39.97,19.4
0.238219,1.75,4.92,1,0.86,8.052,34.8,4.549,6,409,15.5,275.66,30.09,17.6
0.465377,6,4.19,1,0.62,6.308,21.85,4.549,4,644,16.7,316.22,25.15,27.8
0.7493245,1.75,7.11,1,0.74,7.18,22.96,4.8235,6,595,18.5,289.18,25.15,26.6
0.692535,5.5,3.46,1,0.86,7.616,34.8,5.098,4,482,18.2,262.14,20.21,17.6
0.7493245,3.5,4.19,0,0.86,6.308,22.22,4.8235,8,315,19.1,309.46,7.86,21.2
0.7493245,3,7.84,0,0.74,6.308,21.85,4.549,9,597,19.4,317.91,17.74,22.4
0.465377,1,9.3,1,0.74,6.308,33.32,4.549,4,620,15.5,258.76,37.5,23.6
0.8629035,0.5,9.3,0,0.62,7.18,37.02,4.8235,2,521,14.6,321.29,20.21,23.6
0.692535,3.5,6.38,1,0.86,6.744,25.18,5.098,2,331,17,275.66,25.15,17.6
0.5221665,7.25,7.84,0,0.62,8.052,37.02,4.549,6,312,14.3,280.73,10.33,17
0.12464,3.5,6.38,1,0.74,6.744,25.55,4.8235,8,475,14.9,301.01,22.68,27.8
0.692535,4.5,5.65,1,0.74,6.744,23.33,4.8235,9,643,14.6,270.59,35.03,24.8
0.1814295,7,4.92,1,0.74,8.052,31.1,4.549,3,437,18.5,297.63,7.86,22.4
0.578956,2.75,8.57,0,0.62,8.052,32.58,4.8235,8,343,18.2,301.01,37.5,26.6
0.7493245,3.5,4.19,0,0.74,6.744,24.07,4.549,5,371,15.2,287.49,42.44,24.2
0.238219,7.25,4.19,1,0.86,6.308,26.66,4.549,5,325,15.8,290.87,12.8,19.4
0.6357455,1.5,7.11,0,0.74,7.18,23.33,5.098,5,543,18.5,299.32,39.97,20.6
0.12464,0.75,7.84,0,0.74,8.052,23.7,4.549,7,329,15.5,290.87,39.97,17
0.465377,2.25,8.57,0,0.86,6.308,38.5,4.8235,7,352,18.2,292.56,37.5,27.2
0.6357455,1.5,6.38,1,0.74,8.052,22.22,4.8235,8,346,15.2,267.21,15.27,24.8
0.8629035,6,3.46,1,0.74,7.18,32.21,4.8235,1,587,16.1,299.32,7.86,18.8
0.465377,6.5,4.92,1,0.86,6.744,28.51,5.098,3,320,16.7,273.97,37.5,24.8
0.5221665,1.5,4.92,1,0.86,7.18,29.25,5.098,8,641,17.9,316.22,37.5,21.2
0.4085875,5.5,8.57,1,0.86,7.18,36.28,5.098,9,529,18.2,289.18,30.09,19.4
0.2950085,4.5,4.92,1,0.86,7.18,36.28,4.549,3,324,14.6,322.98,42.44,20
0.7493245,2.5,4.19,1,0.74,6.744,22.96,4.549,1,347,19.1,299.32,39.97,21.2
0.465377,7,6.38,0,0.62,6.308,36.28,4.549,9,329,16.4,268.9,25.15,25.4
0.7493245,5.25,5.65,1,0.86,6.308,32.21,4.8235,2,470,17.9,277.35,15.27,29
0.1814295,7.25,8.57,1,0.86,6.308,21.85,4.549,7,292,14.6,309.46,30.09,26
0.578956,4.25,5.65,1,0.62,7.18,38.13,4.549,1,483,14.9,263.83,15.27,24.8
0.692535,3.25,7.11,0,0.74,6.308,24.44,5.098,1,301,17.9,312.84,12.8,16.4
0.8629035,1,9.3,1,0.86,6.308,35.91,5.098,4,652,16.7,322.98,42.44,20.6
0.806114,2.75,7.84,1,0.86,6.744,22.96,5.098,1,501,15.5,277.35,27.62,18.2
0.5221665,5.25,4.92,0,0.86,6.308,37.76,4.8235,6,551,19.7,324.67,10.33,26
0.578956,4,2.73,0,0.74,8.052,25.92,5.098,9,407,19.7,302.7,10.33,26
0.578956,5.25,6.38,1,0.62,6.744,24.44,5.098,8,498,17,301.01,22.68,23
0.8629035,7,7.84,1,0.62,6.744,37.76,4.549,2,294,18.2,322.98,25.15,23
0.4085875,5,7.84,0,0.74,7.18,36.65,4.549,4,621,17.3,282.42,27.62,26
0.692535,1.25,4.92,1,0.74,6.308,36.28,4.8235,8,569,16.1,268.9,44.91,26.6
0.8629035,3.5,7.84,1,0.86,7.18,29.25,4.8235,7,605,17.3,304.39,27.62,21.8
0.2950085,3,7.11,0,0.74,6.308,32.58,4.549,5,443,16.4,267.21,7.86,21.8
0.12464,4.75,7.84,0,0.86,6.744,34.43,4.549,8,405,18.5,265.52,27.62,20.6
0.2950085,4.75,9.3,1,0.86,7.18,38.13,5.098,8,292,17.6,268.9,22.68,18.8
0.5221665,5.75,6.38,1,0.62,6.744,26.66,5.098,6,431,17.6,267.21,22.68,28.4
0.919693,3.75,3.46,1,0.74,7.616,28.51,4.8235,5,482,19.1,265.52,7.86,20
0.5221665,0.75,4.19,1,0.74,8.052,37.76,4.8235,7,404,17.3,284.11,12.8,25.4
0.238219,4.75,2.73,0,0.86,7.18,37.02,4.549,3,616,18.2,260.45,17.74,19.4
0.351798,2,7.11,1,0.62,6.744,22.96,4.549,7,518,17.3,289.18,15.27,27.2
0.7493245,3.5,9.3,1,0.86,7.616,29.99,5.098,5,417,18.8,319.6,25.15,18.2
0.5221665,1.5,9.3,0,0.74,6.308,32.95,5.098,5,591,15.5,279.04,27.62,18.2
0.1814295,2.75,4.19,1,0.62,7.18,21.85,4.549,3,296,18.2,265.52,37.5,27.8
0.692535,1.75,9.3,1,0.74,6.308,36.28,4.549,1,402,16.1,267.21,25.15,21.8
0.2950085,1,9.3,1,0.62,6.308,34.06,5.098,3,572,15.2,309.46,32.56,17.6
0.919693,2.75,6.38,0,0.86,8.052,35.54,4.549,2,500,18.2,311.15,7.86,16.4
0.578956,3.25,3.46,1,0.86,6.744,37.76,4.8235,8,553,15.5,272.28,44.91,18.2
0.692535,0.75,7.11,1,0.86,7.18,38.5,5.098,7,289,14.9,277.35,20.21,19.4
0.5221665,7,5.65,0,0.74,6.308,34.06,5.098,2,319,15.5,304.39,22.68,23.6
0.465377,7.5,8.57,1,0.86,7.616,25.55,5.098,9,627,18.5,273.97,15.27,18.2
0.5221665,1.75,7.11,0,0.62,7.18,25.18,5.098,1,392,14.6,294.25,25.15,19.4
0.7493245,6.5,6.38,1,0.74,8.052,35.17,4.549,5,442,16.4,280.73,17.74,25.4
0.578956,0,7.84,1,0.62,6.308,29.99,4.549,7,380,16.4,314.53,30.09,26.6
0.1814295,1.75,4.92,1,0.74,6.308,30.73,4.8235,1,503,17.3,297.63,22.68,27.8
0.4085875,7.25,2.73,1,0.74,7.616,37.76,5.098,8,364,14.9,275.66,15.27,17
0.7493245,3.25,7.84,1,0.62,8.052,27.03,4.549,7,433,19.4,295.94,37.5,23
0.238219,4.75,5.65,0,0.74,8.052,21.85,5.098,4,491,17,307.77,7.86,29
0.5221665,1,3.46,0,0.62,8.052,24.44,4.549,8,558,17.3,263.83,12.8,27.8
0.919693,7.5,6.38,0,0.86,8.052,27.77,4.8235,5,288,19.1,270.59,22.68,26
0.6357455,6.75,3.46,0,0.74,8.052,28.14,5.098,3,608,16.7,295.94,27.62,25.4
0.7493245,6.25,7.11,1,0.74,8.052,38.5,4.549,2,470,14.3,309.46,37.5,23
0.6357455,3.25,5.65,1,0.74,7.616,38.5,4.549,3,464,17.6,304.39,35.03,23
0.7493245,5.25,8.57,0,0.74,7.616,35.54,4.549,1,645,19.4,312.84,7.86,24.2
0.692535,4.25,4.19,0,0.74,6.744,35.54,4.8235,2,350,15.2,279.04,35.03,17
0.238219,4.5,6.38,0,0.62,8.052,35.91,4.8235,6,489,17.9,321.29,44.91,28.4
0.692535,3.75,7.84,1,0.74,7.616,27.77,4.549,9,586,14.3,260.45,27.62,25.4
0.1814295,6.25,6.38,1,0.74,8.052,27.77,4.549,3,651,15.8,280.73,39.97,24.8
0.2950085,1,4.19,0,0.62,7.18,28.88,5.098,9,287,14.3,312.84,44.91,27.8
0.6357455,5.75,9.3,0,0.62,7.18,21.85,4.8235,2,401,19.1,307.77,7.86,16.4
0.6357455,5.25,9.3,1,0.86,8.052,33.32,4.549,3,577,18.5,302.7,27.62,25.4
0.351798,5.75,4.19,1,0.62,6.744,24.44,4.549,5,526,16.1,297.63,27.62,24.2
0.8629035,6.25,4.92,1,0.74,7.18,23.7,5.098,1,314,18.2,319.6,39.97,21.2
0.2950085,0,8.57,0,0.62,7.616,28.88,4.549,5,529,14.9,290.87,15.27,29
0.12464,7.5,4.92,1,0.74,6.308,35.17,4.549,5,307,17.3,287.49,32.56,26.6
0.2950085,3.25,6.38,0,0.86,6.308,24.81,5.098,6,306,14.3,292.56,10.33,23.6
0.12464,3.5,4.92,0,0.62,6.744,26.29,5.098,3,430,17,316.22,25.15,21.8
0.351798,3.5,9.3,1,0.62,6.744,30.73,4.8235,6,550,15.2,304.39,32.56,21.8
0.465377,2.75,5.65,1,0.86,6.744,38.13,5.098,5,566,17.9,285.8,20.21,16.4
0.806114,6.25,4.19,1,0.62,6.744,38.13,4.8235,5,306,17.3,322.98,42.44,24.8
0.351798,7.5,8.57,1,0.62,6.308,35.91,5.098,5,587,16.4,317.91,37.5,26
0.12464,1.5,6.38,1,0.62,7.616,29.99,4.8235,4,623,18.5,304.39,27.62,20.6
0.578956,3.75,3.46,0,0.74,7.616,24.81,4.8235,6,552,18.2,277.35,35.03,17
0.7493245,5,4.92,1,0.74,7.18,24.07,5.098,1,512,16.7,319.6,15.27,25.4
0.12464,1.25,2.73,0,0.62,7.18,31.84,4.8235,7,324,15.8,272.28,22.68,27.2
0.465377,4.25,7.11,1,0.74,8.052,22.96,5.098,4,467,19.7,304.39,17.74,21.8
0.238219,2.75,8.57,0,0.62,7.616,38.5,4.549,9,326,16.1,295.94,35.03,16.4
0.351798,4.25,8.57,1,0.86,6.744,36.65,4.8235,5,335,18.8,287.49,15.27,24.8
0.919693,2,7.84,1,0.86,6.744,26.66,4.549,4,580,17,258.76,42.44,24.2
0.5221665,0,7.11,0,0.62,6.744,32.21,4.8235,8,299,17,322.98,12.8,19.4
0.692535,1.5,3.46,0,0.86,7.18,23.7,5.098,1,510,15.5,319.6,27.62,21.8
0.692535,3.75,6.38,1,0.74,6.744,25.18,5.098,6,435,14.3,289.18,42.44,17
0.351798,0,4.92,0,0.62,6.308,31.47,4.8235,5,617,18.5,302.7,35.03,20.6
0.806114,5,8.57,0,0.74,6.308,34.43,4.8235,2,323,14.9,306.08,42.44,24.2
0.578956,3,3.46,1,0.62,7.616,26.66,4.549,3,489,14.9,304.39,7.86,21.2
0.238219,1.5,7.84,1,0.74,8.052,37.76,4.8235,3,306,14.9,275.66,20.21,23
0.1814295,2.25,3.46,0,0.86,6.308,33.32,5.098,6,438,15.8,295.94,22.68,17.6
0.351798,3.25,8.57,1,0.86,6.308,29.25,5.098,9,484,15.2,312.84,22.68,20.6
0.238219,3,3.46,0,0.62,6.744,21.85,5.098,6,549,17.9,292.56,42.44,23
0.238219,0.25,2.73,0,0.74,7.18,29.25,4.8235,3,479,18.5,279.04,15.27,21.2
0.6357455,0.25,6.38,1,0.62,7.616,22.59,4.8235,7,446,14.3,302.7,30.09,19.4
0.238219,0.5,3.46,0,0.86,6.308,37.76,5.098,3,586,15.2,319.6,37.5,17.6
0.5221665,5,6.38,0,0.74,6.744,22.22,4.549,1,550,15.5,324.67,15.27,26.6
0.6357455,5.25,2.73,0,0.86,7.18,30.36,4.8235,3,600,15.2,285.8,15.27,23
0.806114,6,3.46,1,0.62,7.18,36.65,5.098,2,341,15.8,279.04,32.56,18.8
0.2950085,5.5,9.3,1,0.62,8.052,32.95,4.8235,8,552,15.5,314.53,7.86,17
0.8629035,4,3.46,0,0.62,7.18,28.88,4.549,7,651,15.2,295.94,35.03,17
0.806114,7.5,2.73,0,0.86,8.052,25.92,5.098,3,313,16.4,324.67,30.09,26
0.5221665,1.75,7.11,0,0.74,6.308,37.76,5.098,2,278,14.9,292.56,44.91,22.4
0.465377,2.5,9.3,0,0.62,6.744,37.39,5.098,8,289,18.2,289.18,7.86,18.8
0.465377,0.25,5.65,1,0.86,8.052,23.33,5.098,8,612,16.7,287.49,15.27,21.8
0.692535,1.25,3.46,0,0.74,8.052,36.28,4.8235,7,379,17.3,301.01,12.8,24.8
0.7493245,0.5,7.84,0,0.74,7.18,24.07,4.8235,6,411,17.6,306.08,25.15,28.4
0.12464,5.75,4.19,1,0.86,6.744,32.21,4.549,4,376,16.7,304.39,27.62,27.8
0.1814295,1.75,3.46,1,0.86,7.616,24.07,4.8235,8,337,15.8,317.91,44.91,19.4
0.692535,1.75,9.3,1,0.74,8.052,28.14,5.098,1,580,15.5,317.91,15.27,26
0.238219,5.25,6.38,0,0.62,6.744,27.4,4.549,1,593,17.6,306.08,30.09,22.4
0.578956,3.75,5.65,0,0.86,7.616,21.85,4.549,1,479,18.8,297.63,15.27,20.6
0.12464,0.25,7.84,1,0.86,6.744,27.77,4.549,8,665,17.9,285.8,17.74,19.4
0.578956,2,8.57,0,0.86,6.744,27.03,5.098,4,428,16.7,263.83,37.5,20
0.692535,0,4.92,1,0.74,6.744,27.77,4.8235,7,367,14.9,324.67,37.5,20
0.919693,0.75,7.84,0,0.62,8.052,23.7,5.098,8,313,15.5,316.22,35.03,27.2
